,word,lang,pre_eng,pre_esp,pre_cat,pre_ita,pre_fra,pre_por,pre_ale,pre_sue,pre_pol,pre_rus,suf_eng,suf_esp,suf_cat,suf_ita,suf_fra,suf_por,suf_ale,suf_sue,suf_pol,suf_rus,en_zipf,es_zipf,ca_zipf,it_zipf,fr_zipf,pt_zipf,de_zipf,sv_zipf,pl_zipf,ru_zipf
158,like,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.41,4.12,3.76,4.33,4.1,4.52,4.26,4.41,4.42,4.03
159,so,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52,4.42,4.74,5.7,4.26,4.82,6.69,4.44,4.42,3.93
160,these,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.04,3.2,2.71,3.26,3.25,3.43,4.24,3.5,3.46,3.08
161,her,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,6.3,3.63,3.28,3.55,3.56,3.83,5.25,3.8,3.78,3.53
162,long,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,3.9,3.65,4.0,5.31,4.29,4.04,4.05,4.06,3.39
163,make,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.08,3.56,3.47,3.86,3.77,4.19,4.16,4.43,3.99,3.56
164,thing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.72,3.2,2.46,3.19,3.25,3.68,3.48,3.58,3.51,3.24
165,see,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1,3.81,3.67,3.86,3.84,3.93,4.8,4.03,4.04,3.57
166,him,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,3.28,2.66,3.26,3.23,3.39,3.58,3.47,3.49,3.27
167,two,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,3.53,3.14,3.67,3.61,4.13,3.96,3.85,3.81,3.54
168,has,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.37,5.17,5.36,3.63,3.63,3.66,3.82,3.8,3.72,3.45
169,look,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,3.88,3.67,4.06,4.12,4.19,4.06,3.74,3.83,3.63
170,more,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6.36,3.98,4.13,4.21,3.99,4.4,4.25,4.32,4.28,3.65
171,day,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.95,4.13,4.16,4.58,4.13,4.56,4.33,4.36,4.47,3.96
172,could,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,3.23,2.5,3.29,3.26,3.51,3.4,3.43,3.56,3.1
173,go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,4.34,4.14,4.39,4.47,4.65,4.41,4.6,6.12,4.11
174,come,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.78,4.49,3.39,6.67,3.9,4.59,3.85,3.9,3.92,3.64
175,number,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.62,3.19,2.69,3.29,3.4,3.63,3.43,3.43,3.25,2.89
176,sound,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,3.29,3.88,3.86,3.38,3.68,4.22,3.75,3.46,3.46
177,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,7.16,7.02,5.96,4.76,6.99,4.9,4.79,6.11,4.54
178,most,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,3.27,3.54,3.47,3.38,3.64,3.74,3.71,4.34,3.35
179,people,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.25,3.77,3.77,3.94,4.06,4.0,4.0,4.04,4.13,3.62
180,my,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.57,4.43,4.26,4.58,4.43,4.83,4.6,4.74,5.63,4.45
181,over,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,6.08,3.62,3.39,4.22,3.81,4.09,4.09,4.13,3.97,3.49
182,know,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,3.76,3.44,3.94,3.7,4.09,4.17,4.07,4.19,3.59
183,water,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,5.52,3.51,3.47,3.87,3.5,3.84,3.68,3.64,3.85,3.19
184,than,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,3.4,2.96,3.66,3.42,3.66,3.67,3.71,3.76,3.21
185,call,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51,3.81,4.0,4.07,3.9,4.11,3.98,3.93,3.98,3.73
186,first,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,3.76,3.75,4.1,3.83,4.18,4.27,4.15,4.08,3.52
187,who,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.34,3.7,3.57,3.9,3.83,4.21,4.22,4.15,4.33,3.65
188,may,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.98,4.08,3.92,3.97,3.97,4.19,4.15,4.0,4.14,3.41
189,down,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,3.88,3.84,4.08,3.86,4.28,4.18,4.05,4.05,3.71
190,side,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,3.61,3.45,3.78,3.64,3.84,3.72,3.84,3.8,3.14
191,been,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6.27,3.36,2.8,3.47,3.47,3.59,3.61,3.67,3.6,3.35
192,now,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18,3.86,3.7,3.97,3.88,4.2,4.04,4.05,4.22,3.81
193,find,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,3.2,2.96,3.31,3.25,3.88,4.72,3.33,3.52,3.09
194,head,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51,3.41,3.17,3.5,3.39,3.78,3.76,3.71,3.73,3.35
195,own,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,3.06,2.77,3.15,3.21,3.68,3.43,3.49,3.54,3.07
196,page,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.12,3.75,3.8,3.99,4.99,4.03,3.89,3.79,3.84,3.33
197,should,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,3.08,2.51,3.19,3.08,3.3,3.32,3.35,3.23,2.95
198,country,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.48,3.76,3.64,3.94,3.81,4.26,3.91,3.79,3.88,2.94
199,found,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68,3.08,2.64,3.27,3.11,3.36,3.4,3.39,3.38,3.08
200,answer,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.17,2.87,2.13,2.99,2.69,2.98,2.92,2.65,3.0,2.57
201,school,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,3.89,4.12,4.05,3.89,4.12,4.15,4.29,4.23,3.5
202,grow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,2.68,2.56,2.62,2.66,3.08,2.8,2.94,2.66,2.63
203,study,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.26,3.2,2.78,3.38,3.2,3.26,3.5,3.3,3.21,2.9
204,still,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92,3.31,3.25,3.55,3.41,3.69,4.44,4.29,3.83,3.27
205,learn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,2.82,2.44,3.01,2.82,3.41,3.09,2.78,3.03,2.54
206,plant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,2.85,2.53,2.94,3.28,3.13,4.27,3.22,2.9,2.62
207,cover,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.08,3.55,2.94,4.25,3.38,4.04,4.1,3.85,3.89,3.08
208,food,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,3.59,3.5,4.34,3.89,3.97,4.0,3.73,3.91,3.29
209,sun,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,3.92,3.94,3.98,3.99,3.98,3.95,3.89,4.32,3.71
210,four,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,3.35,3.35,3.49,4.26,3.75,3.59,3.65,3.72,3.15
211,between,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5.77,3.13,2.64,3.27,3.22,3.7,3.48,3.33,3.25,2.84
212,state,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.78,3.74,3.5,5.41,3.73,4.19,4.0,4.11,3.98,3.45
213,keep,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,3.2,3.42,3.42,3.29,3.58,3.49,3.68,3.54,3.21
214,eye,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.02,3.38,3.39,3.47,3.49,3.54,3.56,3.54,3.69,3.43
215,never,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.91,3.6,3.4,3.87,3.69,4.1,3.85,3.97,3.99,3.56
216,last,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,3.56,3.35,3.89,3.73,4.25,4.45,4.15,4.05,3.68
217,let,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,3.5,3.45,3.7,3.61,4.05,3.76,3.72,3.93,3.49
218,thought,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,3.12,2.28,3.06,2.96,3.26,3.25,3.1,3.23,3.04
219,city,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.61,4.33,4.6,4.53,4.51,4.48,4.62,4.76,4.57,4.04
220,tree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.85,3.3,3.48,3.46,3.27,3.48,3.33,3.75,3.41,2.89
221,cross,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,3.61,3.66,3.97,3.87,3.97,3.83,3.81,3.77,3.32
222,farm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,3.16,2.52,3.44,3.21,3.38,3.86,3.54,3.58,2.85
223,hard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,3.62,3.48,4.15,3.95,4.0,3.91,3.87,4.0,3.39
224,start,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,3.44,3.3,3.78,4.01,3.69,4.9,4.69,4.6,3.26
225,might,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,2.82,2.59,2.81,2.91,3.13,3.13,3.02,3.18,3.13
226,story,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.45,3.84,3.98,4.08,4.06,4.12,4.52,4.22,4.26,3.46
227,saw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34,2.97,3.15,3.01,3.04,3.3,3.25,3.35,3.19,2.93
228,far,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5.5,3.39,4.09,5.6,3.6,3.76,3.53,4.94,3.63,3.42
229,sea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,5.82,4.07,3.73,3.6,3.83,3.74,3.7,3.88,3.38
230,draw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,2.6,2.24,2.76,2.63,2.91,2.92,2.83,2.59,2.45
231,left,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62,3.29,2.9,3.42,3.34,3.74,3.45,3.55,3.6,3.65
232,late,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.34,3.75,2.56,3.33,3.08,3.7,3.61,3.37,3.45,2.76
233,run,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,3.56,3.57,3.71,3.78,3.91,3.89,3.89,3.81,3.5
234,don’t,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,3.89,3.36,3.99,3.95,4.39,4.1,4.23,4.28,3.89
235,while,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.86,3.02,2.57,3.09,3.03,3.32,3.26,3.18,3.36,2.91
236,press,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.16,4.14,3.95,4.16,4.0,4.32,3.88,4.52,4.23,3.97
237,close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.36,3.05,2.86,3.16,3.72,3.85,3.39,3.46,3.34,2.85
238,night,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61,3.69,3.52,4.0,3.85,4.05,4.2,4.13,4.07,3.82
239,real,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5.6,5.41,5.18,4.41,4.28,5.31,4.61,4.42,4.28,3.6
240,life,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.89,4.07,3.88,4.31,4.14,4.47,4.46,4.52,4.52,4.2
241,few,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,2.69,2.36,2.93,2.95,2.89,2.98,2.99,2.73,2.6
242,north,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34,3.69,3.75,3.79,3.7,3.86,3.8,4.05,3.72,3.09
243,book,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43,3.7,3.61,4.15,3.74,4.15,4.13,3.85,3.88,3.42
244,carry,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.89,2.88,2.07,2.97,3.03,3.19,3.02,3.05,3.13,2.91
245,took,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51,2.54,1.97,2.5,2.61,2.85,2.75,2.81,2.57,2.47
246,science,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.12,3.64,3.46,3.82,4.84,3.81,4.13,4.08,4.23,3.61
247,eat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,2.94,2.86,3.29,3.03,3.12,3.28,3.18,3.17,2.95
248,room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,3.48,3.71,3.79,3.65,3.7,3.67,3.59,3.78,3.21
249,friend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,3.31,2.89,3.42,3.33,3.67,3.4,3.6,3.57,3.13
250,began,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.07,2.04,1.67,2.06,2.11,2.38,2.48,2.07,1.99,2.19
251,idea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,5.43,5.31,5.45,2.97,3.25,3.27,3.08,4.37,2.8
252,fish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,3.33,3.43,3.52,3.37,3.42,3.46,3.67,3.43,3.02
253,mountain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.73,3.43,3.27,3.75,3.5,3.68,3.77,3.63,3.58,2.97
254,stop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,3.82,3.97,4.38,4.36,4.03,4.08,3.94,4.59,3.43
255,once,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.53,4.39,3.42,3.6,3.67,3.7,3.36,3.42,3.4,2.96
256,base,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.05,5.28,5.14,5.48,5.3,5.34,3.84,3.38,3.21,2.85
257,hear,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5.23,2.88,2.1,2.82,2.83,3.26,3.09,3.2,3.29,2.9
258,horse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.76,2.98,3.0,2.96,3.17,3.29,3.29,3.71,3.12,2.94
259,cut,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.24,3.26,3.03,3.38,3.41,3.75,3.71,3.45,3.31,3.11
260,sure,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5.67,2.86,2.05,2.95,3.89,3.0,3.46,3.55,3.17,2.47
261,watch,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.34,3.78,3.63,3.9,3.83,3.89,3.9,3.72,3.88,3.76
262,colour,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,2.44,1.97,2.7,2.48,2.95,3.0,2.84,2.68,2.35
263,face,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.45,3.93,3.65,3.77,5.42,4.84,3.78,3.93,3.93,3.43
264,wood,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.78,3.35,3.66,3.46,3.44,3.43,3.55,3.61,3.49,2.74
265,main,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.24,3.39,3.38,3.67,5.33,3.67,4.66,3.66,3.53,2.93
266,open,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.48,4.07,4.26,4.55,4.33,4.42,4.5,4.12,4.48,4.0
267,seem,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,2.29,1.57,2.24,2.29,2.59,2.49,2.27,2.34,1.96
268,together,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.46,3.0,2.61,3.22,3.01,3.69,3.43,3.26,3.17,3.09
269,next,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,3.61,3.71,3.83,3.7,3.92,3.86,3.76,3.84,3.51
270,white,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.51,4.03,4.01,4.2,4.14,4.23,4.26,4.35,4.28,3.56
271,children,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.47,3.48,3.53,3.68,3.21,3.67,3.38,3.38,3.65,2.98
272,begin,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4.84,2.56,1.89,2.58,2.66,3.05,2.93,2.62,2.6,2.31
273,got,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91,3.72,4.05,3.89,3.8,4.19,3.97,4.03,3.99,3.51
274,walk,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.08,3.08,2.72,3.55,3.23,3.52,3.69,3.75,4.32,3.01
275,example,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.27,2.52,2.09,2.49,2.67,2.68,2.89,2.57,2.5,2.17
276,ease,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.34,2.11,1.41,2.06,1.96,2.3,2.15,2.04,2.21,1.76
277,paper,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.07,3.44,5.27,3.73,3.24,3.34,3.82,3.29,3.47,2.95
278,group,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,3.9,3.98,4.2,4.05,4.23,4.27,4.2,4.22,4.31
279,always,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.76,3.3,2.8,3.44,3.26,3.71,3.45,3.55,3.56,3.3
280,music,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,3.86,3.79,4.14,4.03,4.23,4.2,3.91,4.1,3.99
281,those,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.9,3.04,2.45,3.03,2.99,3.2,3.23,3.25,3.39,2.83
282,both,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79,2.95,2.48,3.09,2.93,3.05,3.21,3.16,2.96,2.7
283,mark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,4.31,4.21,4.39,4.31,4.55,4.7,4.86,4.42,3.25
284,often,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.41,2.24,1.8,2.3,2.32,2.4,2.83,2.61,2.31,2.11
285,letter,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4.95,2.71,2.17,3.26,2.87,3.12,3.18,2.9,2.93,2.41
286,until,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61,2.72,2.28,2.67,2.78,3.12,3.11,3.11,2.97,2.83
287,mile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.59,2.98,2.29,2.98,3.49,2.96,2.95,3.27,4.42,2.17
288,river,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.03,4.4,3.86,3.81,3.73,3.89,3.84,4.21,3.83,3.14
289,car,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5.45,3.78,4.52,4.02,5.68,3.99,3.87,3.58,3.86,3.51
290,feet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,2.6,2.25,2.77,2.75,3.18,3.08,3.25,2.9,2.7
291,care,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,5.56,3.43,3.28,4.06,3.38,3.95,3.74,3.49,3.68,3.19
292,second,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,3.19,2.93,3.47,4.98,3.76,3.77,3.89,3.48,3.14
293,enough,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,3.07,2.04,3.16,2.94,3.35,3.1,3.56,3.51,2.92
294,plain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.43,2.82,1.8,2.93,3.43,2.46,2.76,2.66,2.89,1.92
295,girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,3.84,3.48,4.23,4.22,4.34,4.15,4.33,4.09,3.8
296,usual,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4.62,3.8,3.23,2.56,2.62,3.73,2.72,2.93,2.35,2.18
297,young,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.43,3.93,3.64,4.04,3.99,4.14,4.04,4.04,4.14,3.38
298,ready,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.28,3.32,3.24,3.38,3.27,3.63,3.47,3.43,3.44,3.09
299,above,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.2,2.65,2.16,2.76,2.78,3.22,3.07,2.93,2.94,2.49
300,ever,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.66,3.49,2.99,3.55,3.45,3.89,3.65,3.8,3.79,3.35
301,red,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,5.1,4.11,4.42,4.35,4.43,4.64,4.63,4.64,4.07
302,list,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,3.31,2.98,3.87,3.56,3.82,3.87,3.75,4.84,3.18
303,though,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2.42,1.89,2.58,2.52,2.62,2.87,3.02,2.63,2.24
304,feel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,3.35,3.31,3.52,3.42,3.72,3.59,3.75,3.8,3.34
305,talk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42,3.5,2.72,4.02,3.64,3.85,3.97,3.73,3.93,3.27
306,bird,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,3.38,3.38,3.53,3.45,3.61,3.46,3.79,3.68,3.13
307,soon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,3.14,2.23,3.24,3.19,3.28,3.16,3.14,3.31,2.85
308,body,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.4,3.44,3.51,3.93,3.6,3.91,3.83,3.66,3.95,3.24
309,dog,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,3.51,3.54,3.87,3.66,3.93,3.71,4.89,3.77,3.3
310,family,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.66,3.57,3.76,3.95,3.6,4.02,3.95,3.73,3.86,3.57
311,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,3.25,2.94,3.5,4.82,3.61,3.6,2.84,3.45,3.16
312,pose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.1,3.45,3.55,3.83,4.87,3.52,3.29,2.92,2.56,1.76
313,leave,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.34,3.0,2.76,3.29,3.17,3.56,3.27,3.26,3.39,2.97
314,song,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,3.59,3.59,3.79,3.6,3.77,4.68,3.87,3.94,3.37
315,measure,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4.65,2.22,1.63,2.18,2.21,1.94,2.47,2.37,2.15,1.96
316,door,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.08,3.06,2.65,3.28,3.12,3.37,3.26,3.2,3.5,3.03
